ID,Responded,Previous,ControlPackage,PostalCode,Age,Income,Education,Reside,Gender,Married,Children,Region
05237,#NULL!,0,#NULL!,94090,49,2,5,9,0,1,2,4
00310,#NULL!,0,#NULL!,94190,41,4,1,9,0,1,0,4
06861,#NULL!,0,#NULL!,94190,46,4,5,8,0,1,2,4
05230,0,0,1,94270,63,4,4,7,0,1,2,4
00201,0,0,1,94270,65,4,3,15,0,1,2,4
00539,#NULL!,1,#NULL!,94270,49,4,5,17,0,1,0,4
02869,0,0,1,94400,50,3,2,9,0,1,2,4
05907,#NULL!,0,#NULL!,94400,47,3,4,6,0,1,2,4
03590,0,1,0,94400,55,3,5,12,0,1,3,4
00227,0,0,1,94440,52,2,1,13,0,1,2,4
07253,#NULL!,0,#NULL!,94440,38,4,3,3,0,1,0,4
02316,#NULL!,0,#NULL!,94460,52,4,1,9,0,1,0,4
05500,#NULL!,0,#NULL!,94620,34,3,4,6,0,1,2,4
06516,#NULL!,0,#NULL!,94620,61,3,3,9,0,1,3,4
04884,#NULL!,0,#NULL!,94620,45,3,4,10,0,1,2,4
05629,#NULL!,0,#NULL!,94660,46,3,4,6,0,1,2,4
06196,#NULL!,0,#NULL!,94660,50,4,5,10,0,1,2,4
05525,#NULL!,1,#NULL!,94660,44,4,1,6,0,1,3,4
04454,#NULL!,0,#NULL!,94660,47,2,1,11,0,1,2,4
06521,#NULL!,0,#NULL!,94720,50,4,1,7,0,1,0,4
03377,#NULL!,0,#NULL!,94740,51,2,4,10,0,1,3,4
01907,#NULL!,0,#NULL!,94740,49,2,5,10,0,1,3,4
08860,0,0,0,94750,67,4,5,15,0,1,2,4
03026,0,0,0,94760,41,3,3,11,0,1,3,4
01622,#NULL!,0,#NULL!,94760,51,2,1,7,0,1,3,4
05663,0,0,0,94780,42,3,1,13,0,1,0,4
06735,#NULL!,0,#NULL!,94790,54,4,2,6,0,1,3,4
00186,#NULL!,0,#NULL!,94790,58,3,5,17,0,1,3,4
00305,#NULL!,0,#NULL!,94810,61,4,5,3,0,1,3,4
09001,#NULL!,0,#NULL!,94830,35,1,2,7,0,1,1,4
04589,#NULL!,0,#NULL!,95010,47,4,2,11,0,1,3,4
09098,#NULL!,0,#NULL!,95010,51,3,2,10,0,1,3,4
04234,#NULL!,0,#NULL!,95050,54,4,3,4,0,1,0,4
03502,#NULL!,0,#NULL!,95050,49,4,4,9,0,1,2,4
04834,#NULL!,0,#NULL!,95050,57,2,4,10,0,1,3,4
08421,#NULL!,0,#NULL!,95170,55,4,2,9,0,1,3,4
09155,0,0,0,95210,50,4,4,8,0,1,0,4
08525,0,0,1,95210,55,3,3,8,0,1,2,4
00656,#NULL!,0,#NULL!,95220,43,4,2,8,0,1,2,4
04364,#NULL!,0,#NULL!,95220,23,2,4,14,0,1,2,4
03439,#NULL!,0,#NULL!,95220,35,1,4,12,0,1,1,4
07327,#NULL!,0,#NULL!,95240,43,4,5,9,0,1,2,4
04890,#NULL!,0,#NULL!,95270,61,4,4,9,0,1,2,4
04215,#NULL!,0,#NULL!,95280,40,3,3,5,0,1,2,4
00363,0,0,0,95280,58,4,3,8,0,1,0,4
09336,1,0,1,95310,48,4,4,7,0,1,0,4
07542,#NULL!,0,#NULL!,95310,58,4,1,6,0,1,0,4
00231,#NULL!,0,#NULL!,95330,64,4,4,7,0,1,2,4
03751,#NULL!,0,#NULL!,95330,73,3,1,10,0,1,2,4
08356,#NULL!,0,#NULL!,95340,43,3,3,11,0,1,3,4
04149,#NULL!,0,#NULL!,95340,29,2,4,13,0,1,1,4
06775,#NULL!,0,#NULL!,95340,52,2,3,4,0,1,2,4
04874,#NULL!,0,#NULL!,95410,49,4,4,13,0,1,3,4
02013,#NULL!,0,#NULL!,95410,64,4,2,8,0,1,2,4
03474,#NULL!,0,#NULL!,95470,55,2,2,8,0,1,3,4
03322,0,0,1,95470,65,4,1,15,0,1,2,4
01816,#NULL!,0,#NULL!,95470,63,4,4,9,0,1,3,4
09387,#NULL!,0,#NULL!,95610,33,1,4,4,0,1,1,4
06376,#NULL!,0,#NULL!,95620,52,4,4,11,0,1,2,4
05057,#NULL!,0,#NULL!,95620,49,2,3,7,0,1,3,4
08808,#NULL!,0,#NULL!,95630,33,4,3,14,0,1,0,4
08395,#NULL!,0,#NULL!,95680,59,4,1,13,0,1,2,4
03484,#NULL!,0,#NULL!,95730,45,3,3,11,0,1,3,4
04245,#NULL!,0,#NULL!,95770,62,2,5,11,0,1,2,4
02074,#NULL!,0,#NULL!,95810,44,3,4,8,0,1,3,4
01847,#NULL!,0,#NULL!,95810,66,4,4,9,0,1,2,4
08548,#NULL!,0,#NULL!,95810,67,4,3,13,0,1,2,4
07672,#NULL!,0,#NULL!,95810,36,2,1,14,0,1,1,4
06544,#NULL!,0,#NULL!,95870,59,4,2,7,0,1,2,4
08804,#NULL!,0,#NULL!,95870,40,2,5,8,0,1,2,4
05615,#NULL!,0,#NULL!,95870,55,4,3,11,0,1,3,4
09047,#NULL!,0,#NULL!,95920,39,2,5,7,0,1,1,4
04481,#NULL!,0,#NULL!,95920,50,4,4,7,0,1,3,4
02596,#NULL!,0,#NULL!,95920,61,4,5,9,0,1,2,4
03518,0,0,1,95920,52,3,1,14,0,1,0,4
08834,#NULL!,0,#NULL!,95930,53,4,5,8,0,1,2,4
02883,#NULL!,0,#NULL!,95950,61,2,5,6,0,1,2,4
02244,#NULL!,0,#NULL!,96040,73,4,4,11,0,1,2,4
06366,0,0,1,96040,53,2,2,6,0,1,2,4
07791,#NULL!,0,#NULL!,96070,55,4,1,8,0,1,3,4
07014,#NULL!,0,#NULL!,96150,37,1,4,16,0,1,1,4
06031,#NULL!,0,#NULL!,96180,50,4,3,5,0,1,0,4
09939,#NULL!,0,#NULL!,96180,61,4,1,10,0,1,2,4
02842,#NULL!,0,#NULL!,96200,49,4,4,5,0,1,3,4
01837,#NULL!,0,#NULL!,96200,46,3,4,4,0,1,2,4
04623,#NULL!,0,#NULL!,96220,41,4,4,13,0,1,2,4
01886,#NULL!,0,#NULL!,96220,47,4,5,10,0,1,2,4
09235,#NULL!,0,#NULL!,96310,52,4,3,10,0,1,2,4
09819,#NULL!,0,#NULL!,96310,49,3,3,11,0,1,3,4
04345,#NULL!,0,#NULL!,96350,54,4,3,9,0,1,0,4
04948,0,0,0,96350,48,3,1,11,0,1,0,4
01062,#NULL!,0,#NULL!,96430,45,3,1,8,0,1,2,4
05640,#NULL!,0,#NULL!,96440,67,4,4,9,0,1,0,4
02944,#NULL!,0,#NULL!,96590,64,4,1,14,0,1,2,4
10000,#NULL!,0,#NULL!,96710,35,4,5,6,0,1,1,4
05258,0,0,1,96710,42,2,5,10,0,1,3,4
00344,#NULL!,0,#NULL!,96710,46,4,4,6,0,1,2,4
04730,#NULL!,0,#NULL!,96710,56,2,4,9,0,1,2,4
01293,#NULL!,0,#NULL!,96720,52,4,5,9,0,1,0,4
08290,#NULL!,0,#NULL!,96720,49,4,4,11,0,1,0,4
08829,#NULL!,0,#NULL!,96750,40,1,1,3,0,1,1,4
08219,#NULL!,0,#NULL!,96750,66,4,3,8,0,1,2,4
01853,#NULL!,0,#NULL!,96750,52,2,2,15,0,1,2,4
06125,#NULL!,0,#NULL!,96770,43,4,4,9,0,1,2,4
09434,#NULL!,0,#NULL!,96780,45,2,5,7,0,1,2,4
01997,#NULL!,0,#NULL!,96820,52,3,2,8,0,1,3,4
01335,#NULL!,0,#NULL!,96820,32,4,2,18,0,1,1,4
03486,#NULL!,0,#NULL!,96880,50,3,2,15,0,1,3,4
04394,#NULL!,0,#NULL!,96880,62,2,4,7,0,1,2,4
02318,#NULL!,0,#NULL!,96910,51,3,2,6,0,1,2,4
06703,#NULL!,0,#NULL!,96910,63,4,1,6,0,1,2,4
01328,0,0,0,96910,64,2,5,11,0,1,2,4
05216,#NULL!,0,#NULL!,96940,57,4,4,10,0,1,0,4
00442,0,0,1,96940,72,4,4,4,0,1,2,4
00639,#NULL!,0,#NULL!,96980,59,3,4,12,0,1,3,4
00993,#NULL!,1,#NULL!,96980,54,3,2,12,0,1,2,4
05421,0,0,0,96980,41,2,1,11,0,1,2,4
00046,0,0,1,96980,52,2,3,12,0,1,3,4
09707,#NULL!,0,#NULL!,96990,48,3,3,9,0,1,3,4
05277,0,0,0,97000,54,4,5,12,0,1,0,4
08562,#NULL!,0,#NULL!,97000,50,2,5,4,0,1,3,4
09193,#NULL!,0,#NULL!,97110,48,4,1,8,0,1,2,4
02729,#NULL!,0,#NULL!,97110,59,4,5,11,0,1,2,4
01713,#NULL!,0,#NULL!,97120,44,3,4,14,0,1,2,4
03870,#NULL!,0,#NULL!,97120,72,4,1,4,0,1,3,4
09850,#NULL!,0,#NULL!,97140,60,3,3,8,0,1,3,4
09864,#NULL!,0,#NULL!,97140,67,4,1,7,0,1,3,4
07857,#NULL!,0,#NULL!,97160,50,4,3,8,0,1,2,4
09330,#NULL!,0,#NULL!,97170,69,4,3,4,0,1,2,4
09631,#NULL!,0,#NULL!,97170,36,3,5,2,0,1,1,4
06658,0,0,1,97170,63,2,4,17,0,1,3,4
05917,#NULL!,0,#NULL!,97250,37,1,4,10,0,1,2,4
03478,#NULL!,0,#NULL!,97340,34,2,5,9,0,1,1,4
02515,#NULL!,0,#NULL!,97410,39,4,2,7,0,1,2,4
04558,#NULL!,0,#NULL!,92370,42,2,4,7,0,1,2,4
06009,#NULL!,0,#NULL!,94620,29,2,5,12,0,0,0,4
07264,#NULL!,0,#NULL!,96600,51,4,3,15,0,1,0,4
04612,#NULL!,0,#NULL!,92580,56,4,5,6,0,1,2,4
08440,#NULL!,0,#NULL!,93130,48,1,2,6,0,0,0,4
00868,0,0,0,93340,31,4,5,11,0,0,0,4
09343,#NULL!,0,#NULL!,93340,49,2,1,5,0,0,1,4
00443,#NULL!,0,#NULL!,95280,55,3,2,13,0,0,1,4
07020,0,0,0,96590,46,3,2,13,0,0,0,4
02702,#NULL!,0,#NULL!,93690,36,1,3,11,0,0,0,4
04360,#NULL!,0,#NULL!,93690,38,3,1,6,0,0,1,4
05507,#NULL!,0,#NULL!,96590,43,3,3,12,0,0,2,4
01065,#NULL!,0,#NULL!,59880,58,3,2,10,0,1,3,1
03982,#NULL!,0,#NULL!,60130,42,3,1,8,0,1,2,1
01680,#NULL!,0,#NULL!,60160,48,3,2,8,0,1,3,1
07369,0,0,0,60210,52,3,1,7,0,1,2,1
03626,#NULL!,0,#NULL!,60220,48,3,2,12,0,1,2,1
09675,#NULL!,0,#NULL!,60230,75,3,4,12,0,1,3,1
08318,#NULL!,0,#NULL!,60230,69,3,4,16,0,1,3,1
04761,#NULL!,0,#NULL!,60350,57,3,4,12,0,1,3,1
03109,#NULL!,0,#NULL!,60450,46,4,4,13,0,1,0,1
05310,#NULL!,0,#NULL!,60480,60,3,4,10,0,1,3,1
00914,#NULL!,0,#NULL!,60490,59,3,4,11,0,1,2,1
00950,#NULL!,0,#NULL!,60580,57,3,4,10,0,1,2,1
09625,0,0,0,60610,63,3,2,13,0,1,2,1
00915,#NULL!,0,#NULL!,60630,62,3,2,12,0,1,2,1
03519,#NULL!,0,#NULL!,60760,43,4,4,9,0,1,0,1
05904,1,0,0,60870,46,4,4,5,0,1,0,1
09547,0,0,1,60940,75,3,2,7,0,1,3,1
01037,#NULL!,0,#NULL!,60960,35,3,4,6,0,1,0,1
08035,#NULL!,0,#NULL!,60960,40,2,4,8,0,1,1,1
07338,#NULL!,0,#NULL!,60970,59,3,2,13,0,1,3,1
09458,0,0,1,61070,54,3,2,10,0,1,3,1
01640,#NULL!,0,#NULL!,61130,40,2,4,12,0,1,2,1
04109,0,0,0,61150,54,3,4,10,0,1,3,1
04838,#NULL!,0,#NULL!,61160,67,3,4,9,0,1,2,1
04112,#NULL!,0,#NULL!,61180,58,3,2,12,0,1,3,1
01509,#NULL!,0,#NULL!,61190,44,3,2,8,0,1,2,1
02476,#NULL!,0,#NULL!,61210,41,3,2,11,0,1,2,1
00132,#NULL!,0,#NULL!,61260,53,3,2,11,0,1,3,1
08930,0,0,0,61280,56,4,4,8,0,1,0,1
02997,#NULL!,0,#NULL!,61420,73,3,2,12,0,1,3,1
01057,#NULL!,0,#NULL!,61450,59,3,2,10,0,1,3,1
00513,#NULL!,1,#NULL!,61460,51,3,4,11,0,1,3,1
01768,#NULL!,0,#NULL!,61480,30,3,4,8,0,1,0,1
09223,#NULL!,0,#NULL!,61550,33,2,4,10,0,1,1,1
09718,#NULL!,0,#NULL!,61570,42,3,2,11,0,1,3,1
07874,#NULL!,0,#NULL!,61590,61,4,4,6,0,1,0,1
04027,#NULL!,0,#NULL!,61600,38,2,5,14,0,1,2,1
03155,#NULL!,0,#NULL!,61660,44,3,4,13,0,1,2,1
04116,0,0,0,61770,49,3,4,6,0,1,2,1
09249,0,0,0,61780,57,3,2,9,0,1,3,1
07511,0,0,0,61800,39,2,4,12,0,1,2,1
01045,#NULL!,0,#NULL!,61810,65,4,4,7,0,1,0,1
07594,#NULL!,0,#NULL!,61880,60,3,4,8,0,1,2,1
01135,#NULL!,0,#NULL!,61930,45,4,4,10,0,1,0,1
06844,#NULL!,0,#NULL!,61930,40,2,4,14,0,1,2,1
02126,#NULL!,0,#NULL!,61940,49,3,4,8,0,1,3,1
06718,#NULL!,0,#NULL!,61950,42,3,4,12,0,1,2,1
00709,#NULL!,0,#NULL!,61970,54,3,4,2,0,1,2,1
08399,#NULL!,0,#NULL!,61990,27,3,4,11,0,1,1,1
01238,0,0,1,62220,45,3,4,7,0,1,3,1
03279,#NULL!,0,#NULL!,62250,46,3,2,16,0,1,3,1
08616,#NULL!,0,#NULL!,62270,43,3,4,8,0,1,2,1
09671,#NULL!,0,#NULL!,62270,59,3,4,9,0,1,2,1
03974,0,0,1,08950,53,4,5,9,0,1,3,3
00028,#NULL!,0,#NULL!,08950,59,2,1,10,0,1,3,3
03003,#NULL!,0,#NULL!,08960,33,1,5,9,0,1,1,3
07396,#NULL!,0,#NULL!,09030,58,4,5,9,0,1,3,3
01020,#NULL!,0,#NULL!,09040,62,4,2,7,0,1,2,3
01403,#NULL!,0,#NULL!,09060,61,4,3,8,0,1,2,3
03194,0,0,1,09130,54,4,5,7,0,1,2,3
08102,#NULL!,0,#NULL!,09130,43,4,3,13,0,1,3,3
02726,#NULL!,0,#NULL!,09140,57,3,3,12,0,1,3,3
08957,#NULL!,0,#NULL!,09170,53,4,1,6,0,1,2,3
05241,#NULL!,0,#NULL!,09200,48,4,3,11,0,0,0,3
01517,#NULL!,0,#NULL!,09230,48,4,5,9,0,1,2,3
05552,#NULL!,0,#NULL!,09240,32,4,2,6,0,0,0,3
09566,#NULL!,0,#NULL!,09300,67,4,1,8,0,1,2,3
07498,#NULL!,0,#NULL!,09320,58,4,4,9,0,1,2,3
02608,0,0,0,09340,45,2,5,9,0,1,3,3
01372,#NULL!,0,#NULL!,09350,45,2,5,7,0,1,2,3
04783,#NULL!,0,#NULL!,09360,42,2,5,8,0,1,3,3
05777,#NULL!,0,#NULL!,09380,63,3,2,14,0,1,2,3
09255,#NULL!,0,#NULL!,09450,49,2,5,11,0,1,3,3
01031,#NULL!,1,#NULL!,09470,55,3,5,7,0,1,2,3
09863,#NULL!,0,#NULL!,09480,42,4,1,16,0,1,3,3
06450,0,0,1,09490,35,4,2,10,0,0,0,3
08292,#NULL!,0,#NULL!,09530,51,2,1,11,0,1,2,3
07871,0,0,1,09540,52,2,5,6,0,1,2,3
08696,#NULL!,0,#NULL!,09610,50,4,1,10,0,1,3,3
07782,#NULL!,0,#NULL!,09610,45,2,4,9,0,1,3,3
05301,#NULL!,0,#NULL!,09670,51,2,5,16,0,1,3,3
01687,#NULL!,0,#NULL!,09680,48,4,2,8,0,1,2,3
05988,#NULL!,0,#NULL!,09690,29,3,2,16,0,1,2,3
08398,#NULL!,0,#NULL!,09710,55,4,2,5,0,1,3,3
08576,#NULL!,0,#NULL!,09720,53,2,3,10,0,1,2,3
03802,0,0,1,09820,40,1,5,7,0,1,2,3
04217,#NULL!,0,#NULL!,09850,55,4,3,16,0,1,3,3
02594,0,0,0,09850,60,3,4,13,0,1,2,3
07999,1,0,1,09880,65,4,5,5,0,1,2,3
03854,#NULL!,0,#NULL!,09900,33,3,3,12,0,1,1,3
05067,0,0,0,09910,50,3,4,8,0,1,2,3
09936,#NULL!,0,#NULL!,09910,57,4,5,4,0,1,2,3
02634,0,0,1,09940,23,4,5,8,0,0,0,3
05142,#NULL!,0,#NULL!,09940,56,4,1,2,0,1,3,3
02007,#NULL!,0,#NULL!,09970,53,4,1,11,0,1,3,3
01216,#NULL!,0,#NULL!,09970,48,2,1,9,0,1,2,3
05119,0,1,1,10060,33,4,4,8,0,1,1,3
00988,#NULL!,0,#NULL!,10070,25,1,4,8,0,1,1,3
00898,#NULL!,0,#NULL!,10080,36,3,5,9,0,1,2,3
04594,0,0,0,10080,51,2,1,5,0,1,3,3
04862,#NULL!,0,#NULL!,10090,57,4,2,11,0,1,3,3
09845,#NULL!,0,#NULL!,10130,36,1,4,7,0,1,2,3
01227,#NULL!,0,#NULL!,10200,51,4,1,14,0,1,3,3
04880,0,0,0,10240,50,3,5,6,0,1,3,3
03728,#NULL!,0,#NULL!,10250,73,3,4,11,0,1,2,3
01123,#NULL!,0,#NULL!,10290,48,3,3,10,0,1,2,3
02799,#NULL!,0,#NULL!,10300,42,2,5,9,0,1,2,3
06439,#NULL!,0,#NULL!,10360,67,4,5,11,0,1,2,3
02338,#NULL!,0,#NULL!,10390,48,4,2,7,0,1,2,3
04119,#NULL!,0,#NULL!,10450,54,2,5,13,0,1,3,3
09681,#NULL!,0,#NULL!,10520,61,3,3,9,0,1,2,3
07653,#NULL!,0,#NULL!,10550,36,2,4,13,0,1,1,3
07395,#NULL!,0,#NULL!,10550,44,2,5,8,0,1,3,3
00469,#NULL!,0,#NULL!,10580,54,4,5,14,0,1,2,3
04999,#NULL!,0,#NULL!,10620,44,4,5,13,0,1,3,3
08273,#NULL!,0,#NULL!,10650,60,3,5,9,0,1,3,3
01621,#NULL!,0,#NULL!,10660,63,4,5,7,0,1,3,3
01430,0,0,0,10660,45,2,1,14,0,1,2,3
04347,#NULL!,0,#NULL!,10680,46,4,5,10,0,1,2,3
09767,#NULL!,0,#NULL!,10700,42,2,3,10,0,1,3,3
08627,#NULL!,0,#NULL!,10700,51,4,1,10,0,1,2,3
09647,#NULL!,1,#NULL!,10710,63,3,4,13,0,1,2,3
07381,#NULL!,0,#NULL!,10710,58,3,5,9,0,1,3,3
03456,0,0,1,10720,60,4,5,9,0,1,2,3
02933,#NULL!,1,#NULL!,10720,47,4,4,9,0,1,3,3
07174,0,0,1,10770,55,4,4,12,0,1,3,3
01021,#NULL!,0,#NULL!,10770,47,3,2,6,0,1,3,3
06404,#NULL!,0,#NULL!,10770,45,3,5,9,0,1,2,3
07997,0,0,0,10800,56,3,5,13,0,1,2,3
03289,#NULL!,0,#NULL!,10800,44,4,1,15,0,1,3,3
05186,0,0,0,10830,67,4,5,9,0,1,3,3
00192,#NULL!,0,#NULL!,10840,63,3,5,9,0,1,3,3
01184,#NULL!,0,#NULL!,10870,45,4,1,8,0,1,2,3
05912,#NULL!,0,#NULL!,10880,54,4,5,6,0,1,2,3
02568,0,0,1,10890,71,4,3,12,0,1,2,3
07532,#NULL!,0,#NULL!,10890,42,2,2,3,0,1,2,3
09643,0,0,1,10900,42,2,3,6,0,1,2,3
03151,#NULL!,0,#NULL!,10900,41,3,1,8,0,1,3,3
07387,#NULL!,0,#NULL!,10920,44,3,1,8,0,1,3,3
02710,#NULL!,0,#NULL!,10960,64,4,1,13,0,1,3,3
05943,#NULL!,0,#NULL!,10970,53,4,3,11,0,1,3,3
03378,#NULL!,0,#NULL!,10980,51,2,1,14,0,1,3,3
07404,#NULL!,0,#NULL!,10980,51,4,5,10,0,1,3,3
03352,1,0,0,10980,48,4,3,12,0,1,3,3
08445,#NULL!,0,#NULL!,11020,45,4,1,12,0,1,3,3
02458,#NULL!,0,#NULL!,11040,42,3,4,11,0,1,2,3
03373,#NULL!,0,#NULL!,11060,60,4,4,11,0,1,2,3
08027,#NULL!,0,#NULL!,11090,37,3,3,11,0,1,1,3
09656,#NULL!,0,#NULL!,11110,43,4,1,12,0,1,3,3
05547,#NULL!,0,#NULL!,11110,47,3,4,5,0,1,2,3
05148,#NULL!,0,#NULL!,11120,51,4,5,11,0,1,3,3
00617,#NULL!,0,#NULL!,11140,72,3,3,11,0,1,2,3
09313,#NULL!,0,#NULL!,11160,58,2,5,11,0,1,3,3
06780,0,0,0,11260,51,3,2,8,0,1,2,3
04559,#NULL!,0,#NULL!,11340,76,4,5,7,0,1,2,3
03607,#NULL!,0,#NULL!,11410,60,2,4,10,0,1,3,3
05059,0,0,0,11430,59,4,4,10,0,1,3,3
02502,#NULL!,0,#NULL!,11460,47,2,5,13,0,1,2,3
04819,#NULL!,0,#NULL!,11490,49,4,3,11,0,1,3,3
09941,#NULL!,0,#NULL!,11500,57,3,3,10,0,1,2,3
04184,#NULL!,0,#NULL!,11540,59,3,4,11,0,1,2,3
03957,#NULL!,0,#NULL!,11540,55,3,2,3,0,1,3,3
01054,#NULL!,0,#NULL!,11540,50,3,1,9,0,1,2,3
00386,#NULL!,0,#NULL!,11560,39,3,4,13,0,1,2,3
02563,#NULL!,0,#NULL!,11590,50,3,1,9,0,1,3,3
06660,0,0,0,11610,35,1,4,9,0,1,2,3
02377,#NULL!,0,#NULL!,11640,67,2,5,9,0,1,2,3
07103,0,0,0,11680,57,2,5,9,0,1,2,3
02670,#NULL!,0,#NULL!,11730,45,4,4,11,0,1,3,3
00746,#NULL!,0,#NULL!,11750,49,2,3,13,0,1,2,3
09375,#NULL!,0,#NULL!,11750,55,2,4,11,0,1,2,3
02623,0,0,0,11780,67,4,5,10,0,1,3,3
00535,#NULL!,0,#NULL!,11820,62,4,3,12,0,1,2,3
00160,#NULL!,0,#NULL!,11900,46,2,1,8,0,1,3,3
04228,#NULL!,0,#NULL!,11920,53,4,1,5,0,1,2,3
06945,#NULL!,0,#NULL!,11990,46,2,3,8,0,1,2,3
09495,#NULL!,0,#NULL!,11990,36,1,2,9,0,1,2,3
00450,#NULL!,0,#NULL!,12000,42,2,2,8,0,1,3,3
06757,0,0,1,12010,48,4,2,9,0,1,3,3
07192,#NULL!,0,#NULL!,12010,33,3,4,10,0,1,1,3
05282,#NULL!,0,#NULL!,12020,55,2,1,7,0,1,3,3
05003,0,0,1,12040,40,2,3,9,0,1,2,3
03704,0,0,0,12150,26,2,4,14,0,0,0,3
06422,#NULL!,0,#NULL!,12170,67,4,5,11,0,1,3,3
03100,#NULL!,0,#NULL!,12170,49,4,3,8,0,1,3,3
01835,#NULL!,0,#NULL!,12220,38,2,5,9,0,1,2,3
07445,#NULL!,0,#NULL!,12230,36,1,4,8,0,1,1,3
02853,0,0,0,12250,58,4,1,4,0,1,2,3
06016,#NULL!,0,#NULL!,12250,44,3,3,9,0,1,2,3
03664,#NULL!,0,#NULL!,12270,48,4,5,16,0,1,3,3
00252,#NULL!,0,#NULL!,12300,42,2,4,9,0,1,3,3
01704,#NULL!,0,#NULL!,12300,54,4,3,9,0,1,2,3
07350,#NULL!,0,#NULL!,12310,43,2,5,11,0,1,3,3
00315,0,0,1,12310,34,1,1,7,0,1,1,3
00733,#NULL!,0,#NULL!,12340,60,4,1,7,0,1,3,3
06367,#NULL!,0,#NULL!,08930,46,4,3,9,0,1,3,3
02652,#NULL!,0,#NULL!,08940,67,4,5,6,0,1,2,3
05313,#NULL!,0,#NULL!,08940,48,3,1,11,0,1,3,3
02313,#NULL!,0,#NULL!,08940,28,2,4,15,0,1,1,3
07877,#NULL!,0,#NULL!,08950,63,2,5,8,0,1,2,3
02886,0,0,0,08990,57,3,2,12,0,1,2,3
09699,#NULL!,0,#NULL!,08990,50,3,1,6,0,1,3,3
04590,#NULL!,0,#NULL!,08990,47,3,2,11,0,1,2,3
02095,0,0,0,09000,67,4,4,9,0,1,2,3
01012,#NULL!,0,#NULL!,09030,60,4,2,9,0,1,2,3
03993,#NULL!,0,#NULL!,09030,43,3,1,11,0,1,3,3
09189,#NULL!,0,#NULL!,09030,46,4,4,7,0,1,3,3
05665,#NULL!,1,#NULL!,09030,55,4,4,9,0,1,2,3
00284,#NULL!,0,#NULL!,09090,55,3,4,15,0,1,3,3
09214,#NULL!,0,#NULL!,09090,64,4,5,12,0,1,3,3
01063,#NULL!,0,#NULL!,09090,51,4,1,11,0,1,2,3
04252,#NULL!,0,#NULL!,09100,66,4,4,6,0,1,2,3
02884,#NULL!,0,#NULL!,09100,36,2,3,13,0,0,1,3
09515,#NULL!,0,#NULL!,09110,48,4,5,11,0,1,2,3
08798,#NULL!,0,#NULL!,09130,44,4,1,3,0,1,2,3
04443,#NULL!,0,#NULL!,09140,35,2,4,15,0,1,1,3
09460,#NULL!,0,#NULL!,09140,45,4,1,15,0,1,2,3
05854,#NULL!,0,#NULL!,09170,46,3,1,6,0,1,3,3
08127,#NULL!,0,#NULL!,09180,48,4,3,17,0,1,2,3
00818,#NULL!,0,#NULL!,09200,64,4,4,14,0,1,3,3
05069,#NULL!,0,#NULL!,09210,55,3,5,9,0,1,2,3
07917,#NULL!,0,#NULL!,09210,59,4,2,9,0,1,2,3
07081,#NULL!,0,#NULL!,09210,33,4,4,10,0,1,1,3
03150,#NULL!,0,#NULL!,09210,38,2,5,8,0,1,2,3
04599,#NULL!,0,#NULL!,09230,41,2,3,9,0,1,2,3
06208,0,0,1,09230,18,1,1,8,0,0,0,3
09994,0,0,0,09240,45,4,3,6,0,1,2,3
09891,#NULL!,0,#NULL!,09250,54,2,3,10,0,1,3,3
07453,#NULL!,0,#NULL!,09250,64,4,5,7,0,1,3,3
01863,#NULL!,0,#NULL!,09260,51,3,5,10,0,1,2,3
09569,#NULL!,0,#NULL!,09270,58,4,4,10,0,1,2,3
00838,#NULL!,0,#NULL!,09270,43,4,4,8,0,1,2,3
01679,#NULL!,0,#NULL!,09280,64,3,3,13,0,1,2,3
00614,#NULL!,0,#NULL!,09280,53,4,5,7,0,1,2,3
06222,#NULL!,0,#NULL!,09310,50,4,2,13,0,1,3,3
09832,#NULL!,0,#NULL!,09310,48,2,3,8,0,1,2,3
08152,#NULL!,0,#NULL!,09320,49,4,1,11,0,1,2,3
00560,#NULL!,0,#NULL!,09330,52,4,1,15,0,1,3,3
05099,0,0,1,09330,57,4,1,7,0,1,3,3
04923,#NULL!,0,#NULL!,09380,66,4,1,8,0,1,3,3
07148,#NULL!,0,#NULL!,09380,61,3,2,6,0,1,2,3
07888,#NULL!,0,#NULL!,09380,50,4,2,15,0,1,2,3
04390,#NULL!,0,#NULL!,09410,50,3,2,10,0,1,2,3
03695,#NULL!,0,#NULL!,09410,65,4,5,11,0,1,3,3
03013,0,0,0,09420,50,4,3,6,0,1,3,3
03288,#NULL!,1,#NULL!,09430,41,2,1,7,0,1,3,3
08087,#NULL!,0,#NULL!,09460,51,3,2,16,0,1,2,3
03028,0,0,1,09460,71,4,3,12,0,1,2,3
03285,#NULL!,0,#NULL!,09470,51,4,5,14,0,1,2,3
07332,0,0,1,09470,43,4,4,11,0,1,2,3
08955,0,0,1,09470,37,4,3,6,0,1,1,3
06573,0,0,1,09490,45,4,5,8,0,1,3,3
07592,#NULL!,0,#NULL!,09490,47,2,5,7,0,1,2,3
03000,0,0,0,09490,76,4,3,8,0,1,2,3
08741,0,0,0,09500,39,3,3,7,0,1,2,3
03204,#NULL!,0,#NULL!,09520,37,2,1,10,0,1,2,3
00122,#NULL!,0,#NULL!,09530,57,3,3,5,0,1,3,3
05391,#NULL!,0,#NULL!,09530,39,4,4,3,0,1,2,3
04850,#NULL!,0,#NULL!,09540,48,4,3,11,0,1,2,3
